,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length
1088,FF,2024-05-11,90.6,-1.79,6.24,"Walker, Taijuan",665862,592836,,foul,,,,,1,Jazz Chisholm Jr.  singles on a ground ball to first baseman Bryce Harper.   Otto Lopez to 2nd.,R,L,R,MIA,PHI,S,,,0,1,2024,-0.73,1.46,-0.32,3.81,,,672640,1,5,Bot,,,,,592663,,,5.206691202337551,-131.76823136480954,-3.2095767441791208,-9.616366996860728,29.42476767350008,-14.765234045195776,3.72,1.69,297,88.5,41,89.8,1924,5.9,746069,592836,592663,547180,681082,593160,624641,665506,679032,592206,54.56,,,,,,,,37,2,4-Seam Fastball,1,0,1,0,0,1,1,0,Infield shade,Standard,220,0.0,-0.052,71.02418730492018,5.69594
1115,SI,2024-05-11,91.1,-1.73,6.34,"Walker, Taijuan",665862,592836,,called_strike,,,,,6,Jazz Chisholm Jr.  singles on a ground ball to first baseman Bryce Harper.   Otto Lopez to 2nd.,R,L,R,MIA,PHI,S,,,0,0,2024,-1.28,0.98,0.58,2.79,,,672640,1,5,Bot,,,,,592663,,,8.497418581098898,-132.3928068352438,-5.0734971912838684,-16.93890980200188,29.156348482879118,-19.67445546399693,3.72,1.79,,,,90.4,1914,6.0,746069,592836,592663,547180,681082,593160,624641,665506,679032,592206,54.48,,,,,,,,37,1,Sinker,1,0,1,0,0,1,1,0,Standard,Standard,218,0.0,-0.045,,
1136,FC,2024-05-11,84.1,-1.88,6.4,"Walker, Taijuan",663743,592836,field_out,hit_into_play,,,,,3,Nick Fortes pops out to first baseman Bryce Harper.,R,R,R,MIA,PHI,X,3,popup,0,1,2024,0.41,0.95,0.69,3.51,,,672640,0,5,Bot,138.57,189.16,,,592663,,,5.0996998624164345,-122.43473031606636,-2.203814990192309,3.161763346997553,23.045258954439667,-22.410294396897747,3.44,1.6,44,78.6,78,83.6,2390,5.8,746069,592836,592663,547180,681082,593160,624641,665506,679032,592206,54.68,0.009,0.01,0.0,1,0,0,3,36,2,Cutter,1,0,1,0,0,1,1,0,Standard,Standard,190,-0.031,-0.306,74.2760266321656,6.81926
1165,FF,2024-05-11,91.3,-1.67,6.42,"Walker, Taijuan",663743,592836,,foul,,,,,11,Nick Fortes pops out to first baseman Bryce Harper.,R,R,R,MIA,PHI,S,,,0,0,2024,-0.63,1.46,-0.54,4.17,,,672640,0,5,Bot,,,,,592663,,,4.197980666367911,-132.87095702338132,-2.9142127489207104,-8.385829873093599,28.736245946532403,-14.442297432567049,3.44,1.6,140,64.9,65,90.8,1951,6.0,746069,592836,592663,547180,681082,593160,624641,665506,679032,592206,54.5,,,,,,,,36,1,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,216,0.0,-0.081,65.31026044213856,5.80494
1206,SI,2024-05-11,91.1,-1.81,6.33,"Walker, Taijuan",672640,592836,hit_by_pitch,hit_by_pitch,,,,,11,Otto Lopez hit by pitch.,R,R,R,MIA,PHI,B,,,1,1,2024,-1.35,1.05,-1.65,3.37,,,,0,5,Bot,,,,,592663,,,3.293181171303141,-132.5739730804747,-3.790297386630954,-16.598525866581447,28.683889687381537,-19.159683748958,3.25,1.52,,,,90.7,1894,6.1,746069,592836,592663,547180,681082,593160,624641,665506,679032,592206,54.45,,0.728052,0.7,1,0,0,,35,3,Sinker,1,0,1,0,0,1,1,0,Standard,Standard,216,0.033,0.43,,
1226,FC,2024-05-11,85.9,-1.83,6.36,"Walker, Taijuan",672640,592836,,swinging_strike,,,,,14,Otto Lopez hit by pitch.,R,R,R,MIA,PHI,S,,,1,0,2024,0.33,0.95,0.98,1.97,,,,0,5,Bot,,,,,592663,,,5.954230459322679,-125.01528020682343,-6.091652099290648,2.3982011568667803,22.668622114717365,-21.163831607461866,3.25,1.52,,,,85.8,2433,6.0,746069,592836,592663,547180,681082,593160,624641,665506,679032,592206,54.53,,,,,,,,35,2,Cutter,1,0,1,0,0,1,1,0,Standard,Standard,183,0.0,-0.05,69.44101326545828,8.03817
1251,FC,2024-05-11,85.3,-1.89,6.35,"Walker, Taijuan",672640,592836,,ball,,,,,14,Otto Lopez hit by pitch.,R,R,R,MIA,PHI,B,,,0,0,2024,0.63,0.84,1.71,1.4,,,,0,5,Bot,,,,,592663,,,7.138446575067325,-123.92674764216456,-6.978653146966289,5.192552188534048,23.672054689253265,-22.326446983794792,3.25,1.64,,,,84.8,2404,6.0,746069,592836,592663,547180,681082,593160,624641,665506,679032,592206,54.55,,,,,,,,35,1,Cutter,1,0,1,0,0,1,1,0,Standard,Standard,182,0.0,0.037,,
1294,FC,2024-05-11,86.6,-1.99,6.34,"Walker, Taijuan",660644,592836,home_run,hit_into_play,,,,,6,Vidal Bruján homers (1) on a fly ball to right center field.,R,L,R,MIA,PHI,X,,fly_ball,0,0,2024,-0.05,1.45,0.56,2.52,,,,0,5,Bot,173.66,42.72,,,592663,,,6.137691525687808,-125.9820149692666,-5.863760790550137,-1.6994095742559707,24.37092850848215,-15.750813246418977,3.3,1.55,406,101.4,29,86.1,2386,5.9,746069,592836,592663,547180,681082,593160,624641,665506,679032,592206,54.62,0.643,1.213,2.0,1,0,3,6,34,1,Cutter,0,0,0,0,0,1,1,0,Standard,Standard,200,0.148,1.0,69.47655158541008,6.55034
1308,FS,2024-05-11,87.2,-1.91,6.21,"Walker, Taijuan",624503,592836,field_out,hit_into_play,,,,,8,"Nick Gordon grounds out, first baseman Bryce Harper to pitcher Taijuan Walker.",R,L,R,MIA,PHI,X,3,ground_ball,0,0,2024,-0.92,-0.04,-0.03,1.89,,650559,605137,2,4,Bot,151.88,163.75,,,592663,,,6.409657422110007,-126.8026160141305,-4.168138428709304,-11.234687676805647,24.738527657634727,-31.936179405387826,3.63,1.69,18,91.9,-5,87.2,1480,6.2,746069,592836,592663,547180,681082,593160,624641,665506,679032,592206,54.26,0.217,0.219,0.0,1,0,0,2,29,1,Split-Finger,0,0,0,0,0,0,0,0,Standard,Standard,229,-0.052,-0.444,,
1350,CU,2024-05-11,75.6,-1.94,6.15,"Walker, Taijuan",660821,592836,field_out,hit_into_play,,,,,14,Jesús Sánchez flies out sharply to right fielder Nick Castellanos.,R,L,R,MIA,PHI,X,9,fly_ball,2,1,2024,0.44,-0.82,0.87,2.38,,650559,605137,1,4,Bot,184.6,54.98,,,592663,,,5.018779459307634,-109.8965490422196,0.7808506206129713,2.509022443162035,21.69020930836471,-39.138698212330766,3.55,1.72,382,104.4,39,74.6,2356,5.9,746069,592836,592663,547180,681082,593160,624641,665506,679032,592206,54.62,0.411,0.811,0.0,1,0,0,6,28,4,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,52,-0.052,-0.531,,
1389,FC,2024-05-11,87.5,-1.99,6.28,"Walker, Taijuan",660821,592836,,foul,,,,,4,Jesús Sánchez flies out sharply to right fielder Nick Castellanos.,R,L,R,MIA,PHI,S,,,2,0,2024,-0.03,1.06,-0.31,2.4,,650559,605137,1,4,Bot,,,,,592663,,,4.0811859266437365,-127.40491795801778,-5.412142831632514,-1.107335190014659,25.08990450429139,-19.712432105430207,3.55,1.72,175,78.8,69,87.2,2373,6.0,746069,592836,592663,547180,681082,593160,624641,665506,679032,592206,54.53,,,,,,,,28,3,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,198,0.0,-0.127,74.25698181494877,7.59888
1422,FF,2024-05-11,91.9,-1.96,6.23,"Walker, Taijuan",660821,592836,,ball,,,,,11,Jesús Sánchez flies out sharply to right fielder Nick Castellanos.,R,L,R,MIA,PHI,B,,,1,0,2024,-0.88,1.28,-0.79,3.69,,650559,605137,1,4,Bot,,,,,592663,,,4.846372639183088,-133.71916892019348,-3.3595620916828683,-11.615068619511904,29.03630461116255,-16.329395857190793,3.55,1.73,,,,91.6,1932,6.1,746069,592836,592663,547180,681082,593160,624641,665506,679032,592206,54.36,,,,,,,,28,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,221,0.0,0.102,,
1446,FS,2024-05-11,87.4,-2.02,5.98,"Walker, Taijuan",660821,592836,,blocked_ball,,,,,14,Jesús Sánchez flies out sharply to right fielder Nick Castellanos.,R,L,R,MIA,PHI,B,,,0,0,2024,-0.71,0.24,2.04,0.73,,650559,605137,1,4,Bot,,,,,592663,,,11.23573736662268,-126.6273691320911,-6.960088856052442,-9.939678172302424,25.7998838895101,-28.22983567258267,3.53,1.62,,,,87.2,1426,6.4,746069,592836,592663,547180,681082,593160,624641,665506,679032,592206,54.1,,,,,,,,28,1,Split-Finger,0,0,0,0,0,0,0,0,Standard,Standard,231,0.0,0.067,,
1488,FC,2024-05-11,84.5,-2.07,6.24,"Walker, Taijuan",605137,592836,walk,ball,,,,,12,Josh Bell walks.   Bryan De La Cruz to 2nd.,R,L,R,MIA,PHI,B,,,3,1,2024,0.45,0.51,0.96,2.86,,,650559,1,4,Bot,,,,,592663,,,6.108525405917052,-122.87653745509913,-2.4836462909405084,3.2966309955341897,25.056635145941154,-26.70521272092329,3.86,1.77,,,,83.7,2418,5.9,746069,592836,592663,547180,681082,593160,624641,665506,679032,592206,54.63,,0.696232,0.7,1,0,0,,27,5,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,186,0.042,0.244,,
1521,FC,2024-05-11,85.6,-2.03,6.18,"Walker, Taijuan",605137,592836,,ball,,,,,14,Josh Bell walks.   Bryan De La Cruz to 2nd.,R,L,R,MIA,PHI,B,,,2,1,2024,0.49,0.75,1.54,2.42,,,650559,1,4,Bot,,,,,592663,,,7.41936603552692,-124.48914296996308,-4.090654844177288,3.6647256581892247,24.48658463830252,-23.75863877061118,3.73,1.76,,,,85.3,2528,6.1,746069,592836,592663,547180,681082,593160,624641,665506,679032,592206,54.41,,,,,,,,27,4,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,173,0.0,0.134,,
1553,SI,2024-05-11,91.5,-2.08,6.22,"Walker, Taijuan",605137,592836,,ball,,,,,13,Josh Bell walks.   Bryan De La Cruz to 2nd.,R,L,R,MIA,PHI,B,,,1,1,2024,-1.3,0.85,-2.22,2.58,,,650559,1,4,Bot,,,,,592663,,,2.4547464563692083,-133.12370822541735,-5.079065458895918,-15.969884253901569,30.136715732764504,-21.129408641482428,3.8,1.87,,,,90.8,1858,6.0,746069,592836,592663,547180,681082,593160,624641,665506,679032,592206,54.5,,,,,,,,27,3,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,220,0.0,0.051,,
1574,FF,2024-05-11,91.2,-1.93,6.29,"Walker, Taijuan",605137,592836,,ball,,,,,11,Josh Bell walks.   Bryan De La Cruz to 2nd.,R,L,R,MIA,PHI,B,,,0,1,2024,-0.83,1.2,-0.31,4.74,,,650559,1,4,Bot,,,,,592663,,,5.820398686730031,-132.67334465477833,-0.5229063817414165,-11.064819029094576,30.929543792013263,-18.192729251621497,3.81,1.81,,,,90.3,2035,6.0,746069,592836,592663,547180,681082,593160,624641,665506,679032,592206,54.54,,,,,,,,27,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,221,0.0,0.026,,
1604,ST,2024-05-11,84.3,-2.01,6.25,"Walker, Taijuan",605137,592836,,foul,,,,,5,Josh Bell walks.   Bryan De La Cruz to 2nd.,R,L,R,MIA,PHI,S,,,0,0,2024,0.85,0.29,0.27,2.82,,,650559,1,4,Bot,,,,,592663,,,3.591227636506121,-122.74850012759568,-2.1658878692504944,7.866804945905882,24.4364152952325,-29.00030862870091,3.84,1.82,4,55.8,-30,83.9,2499,6.0,746069,592836,592663,547180,681082,593160,624641,665506,679032,592206,54.48,,,,,,,,27,1,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,159,0.0,-0.045,68.03731334108015,7.11066
1626,FC,2024-05-11,84.3,-2.01,6.17,"Walker, Taijuan",669394,592836,strikeout,swinging_strike,,,,,14,Jake Burger strikes out swinging.,R,R,R,MIA,PHI,S,2,,0,2,2024,0.5,0.6,0.89,1.76,,,650559,0,4,Bot,,,,,592663,,,5.685688915130959,-122.65294531951672,-5.106948133638454,4.086763131932117,21.888751247262725,-25.32064074144608,3.35,1.57,,,,84.1,2434,5.9,746069,592836,592663,547180,681082,593160,624641,665506,679032,592206,54.58,,0.0,0.0,1,0,0,,26,3,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,169,-0.04,-0.215,38.37465921911791,6.82348
1666,SI,2024-05-11,91.7,-1.86,6.22,"Walker, Taijuan",669394,592836,,called_strike,,,,,7,Jake Burger strikes out swinging.,R,R,R,MIA,PHI,S,,,0,1,2024,-1.38,0.77,-0.66,2.02,,,650559,0,4,Bot,,,,,592663,,,5.973199541609911,-133.31019143570666,-6.374460570371028,-17.741635905271917,28.872798610469232,-21.772760671336734,3.32,1.55,,,,91.3,1864,6.1,746069,592836,592663,547180,681082,593160,624641,665506,679032,592206,54.4,,,,,,,,26,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,215,0.0,-0.079,,
1695,FC,2024-05-11,84.7,-2.0,6.25,"Walker, Taijuan",669394,592836,,called_strike,,,,,3,Jake Burger strikes out swinging.,R,R,R,MIA,PHI,S,,,0,0,2024,0.43,0.55,0.36,2.91,,,650559,0,4,Bot,,,,,592663,,,4.618856326108584,-123.37446746895608,-2.60445060009528,3.6329635755643177,22.184412112227825,-26.24537248123319,3.35,1.65,,,,84.5,2459,5.9,746069,592836,592663,547180,681082,593160,624641,665506,679032,592206,54.63,,,,,,,,26,1,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,176,0.0,-0.081,,
1738,FC,2024-05-11,84.1,-2.03,6.2,"Walker, Taijuan",650559,592836,single,hit_into_play,,,,,12,Bryan De La Cruz singles on a line drive to left fielder Cristian Pache.,R,R,R,MIA,PHI,X,7,line_drive,0,2,2024,0.68,0.63,1.12,3.25,,,,0,4,Bot,103.24,79.78,,,592663,,,5.911238157491766,-122.36300346997928,-1.728151064306295,5.660259433849394,23.510379194066054,-25.68082180010248,3.64,1.75,246,84.0,23,83.7,2584,6.0,746069,592836,592663,547180,681082,593160,624641,665506,679032,592206,54.51,0.326,0.302,0.9,1,1,0,3,25,3,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,148,0.043,0.497,73.07999763493581,7.47293
1767,FC,2024-05-11,85.6,-1.95,6.17,"Walker, Taijuan",650559,592836,,swinging_strike,,,,,14,Bryan De La Cruz singles on a line drive to left fielder Cristian Pache.,R,R,R,MIA,PHI,S,,,0,1,2024,0.23,1.03,1.47,2.16,,,,0,4,Bot,,,,,592663,,,7.558136232013701,-124.48309079351093,-5.286655084613791,0.9817777032002192,23.88264881487112,-20.57019723606758,3.64,1.75,,,,85.3,2534,6.0,746069,592836,592663,547180,681082,593160,624641,665506,679032,592206,54.45,,,,,,,,25,2,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,191,0.0,-0.049,68.19556865378122,7.776
1811,FC,2024-05-11,86.9,-2.1,6.22,"Walker, Taijuan",650559,592836,,called_strike,,,,,8,Bryan De La Cruz singles on a line drive to left fielder Cristian Pache.,R,R,R,MIA,PHI,S,,,0,0,2024,0.22,1.17,-0.01,1.73,,,,0,4,Bot,,,,,592663,,,4.520102938976225,-126.30332094257092,-6.904595208973895,1.3792465966142915,25.896760050523262,-18.4467327771056,3.67,1.8,,,,86.5,2489,6.1,746069,592836,592663,547180,681082,593160,624641,665506,679032,592206,54.41,,,,,,,,25,1,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,200,0.0,-0.035,,
1843,FC,2024-05-11,84.3,-1.87,6.36,"Walker, Taijuan",665862,592836,field_out,hit_into_play,,,,,6,Jazz Chisholm Jr.  pops out to third baseman Whit Merrifield in foul territory.,R,L,R,MIA,PHI,X,5,popup,0,1,2024,0.53,0.78,0.56,2.82,,,,2,3,Bot,84.18,172.18,,,592663,,,4.557389961095639,-122.78734558709836,-3.447680679169886,4.64080873681512,21.68445348849404,-23.829583859304098,3.72,1.69,126,74.3,70,84.1,2499,5.9,746069,592836,592663,547180,681082,593160,624641,665506,679032,592206,54.65,0.001,0.0,0.0,1,0,0,3,21,2,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,175,-0.012,-0.08,,
1914,FS,2024-05-11,87.1,-1.92,6.22,"Walker, Taijuan",665862,592836,,called_strike,,,,,5,Jazz Chisholm Jr.  pops out to third baseman Whit Merrifield in foul territory.,R,L,R,MIA,PHI,S,,,0,0,2024,-0.57,0.15,0.15,3.07,,,,2,3,Bot,,,,,592663,,,6.075938526252068,-126.73480063079384,-1.7463627051429156,-7.282079436390592,24.192191520999703,-30.3731610793886,3.72,1.8,,,,86.8,1510,6.0,746069,592836,592663,547180,681082,593160,624641,665506,679032,592206,54.54,,,,,,,,21,1,Split-Finger,0,0,0,0,0,0,0,0,Standard,Standard,225,0.0,-0.013,,
1917,SI,2024-05-11,90.4,-1.85,6.31,"Walker, Taijuan",663743,592836,field_out,hit_into_play,,,,,11,Nick Fortes pops out softly to catcher J.  T. Realmuto in foul territory.,R,R,R,MIA,PHI,X,2,popup,2,0,2024,-1.18,1.02,-0.73,3.73,,,,1,3,Bot,115.56,213.96,,,592663,,,5.269609133685271,-131.55282193859946,-2.642198079019848,-14.860492919613655,29.603721516781185,-19.985564010253665,3.44,1.6,34,56.7,86,89.7,1873,6.0,746069,592836,592663,547180,681082,593160,624641,665506,679032,592206,54.53,0.003,0.003,0.0,1,0,0,1,20,3,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,216,-0.017,-0.228,,
1995,FC,2024-05-11,85.1,-1.85,6.38,"Walker, Taijuan",663743,592836,,ball,,,,,12,Nick Fortes pops out softly to catcher J.  T. Realmuto in foul territory.,R,R,R,MIA,PHI,B,,,1,0,2024,0.52,0.92,1.29,3.33,,,,1,3,Bot,,,,,592663,,,6.283775240653782,-123.85116489071572,-2.7093709889150586,4.2004438314585,23.53557736564209,-22.3500066622576,3.34,1.6,,,,84.7,2506,5.9,746069,592836,592663,547180,681082,593160,624641,665506,679032,592206,54.56,,,,,,,,20,2,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,177,0.0,0.044,,
2004,FF,2024-05-11,90.6,-1.74,6.39,"Walker, Taijuan",663743,592836,,ball,,,,,11,Nick Fortes pops out softly to catcher J.  T. Realmuto in foul territory.,R,R,R,MIA,PHI,B,,,0,0,2024,-0.87,1.43,-0.7,3.48,,,,1,3,Bot,,,,,592663,,,4.436779426062693,-131.78093823365342,-4.33983811728828,-11.045383502496945,31.191834479204047,-14.821690439685074,3.34,1.48,,,,89.9,2028,6.1,746069,592836,592663,547180,681082,593160,624641,665506,679032,592206,54.37,,,,,,,,20,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,216,0.0,0.025,,
2070,SI,2024-05-11,89.7,-1.84,6.36,"Walker, Taijuan",672640,592836,field_out,hit_into_play,,,,,4,"Otto Lopez grounds out, third baseman Whit Merrifield to first baseman Bryce Harper.",R,R,R,MIA,PHI,X,5,ground_ball,0,0,2024,-1.27,0.93,-0.39,2.65,,,,0,3,Bot,97.42,163.75,,,592663,,,6.238620581576967,-130.4600593924673,-5.116586457929619,-15.768917359707794,27.34406766405276,-20.66276341511803,3.25,1.52,51,108.8,-1,89.2,1879,6.0,746069,592836,592663,547180,681082,593160,624641,665506,679032,592206,54.5,0.523,0.482,0.0,1,0,0,4,19,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,218,-0.025,-0.231,74.89459790900241,6.96396
2103,SI,2024-05-11,90.5,-1.83,6.37,"Walker, Taijuan",672640,592836,caught_stealing_2b,ball,,,,,11,"Marlins challenged (tag play), call on the field was upheld: Vidal Bruján caught stealing 2nd base, catcher J.  T. Realmuto to second baseman Bryson Stott.",R,R,R,MIA,PHI,B,2,,1,0,2024,-1.14,1.11,-1.14,3.48,,,660644,2,2,Bot,,,,,592663,,,4.104020192603263,-131.69737648022607,-3.616639447204948,-14.140400614509629,28.236031826207867,-18.75233312094069,3.39,1.71,,,,89.9,1874,6.0,746069,592836,592663,547180,681082,593160,624641,665506,679032,592206,54.54,,,0.0,0,0,0,,14,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,215,-0.024,-0.242,,
2207,SI,2024-05-11,90.4,-1.93,6.31,"Walker, Taijuan",672640,592836,,ball,,,,,11,"Marlins challenged (tag play), call on the field was upheld: Vidal Bruján caught stealing 2nd base, catcher J.  T. Realmuto to second baseman Bryson Stott.",R,R,R,MIA,PHI,B,,,0,0,2024,-1.31,0.97,-1.16,3.0,,,660644,2,2,Bot,,,,,592663,,,4.662723738477751,-131.49457291026664,-4.334759044340691,-16.145677543603007,28.215116347226804,-20.2123122557232,3.47,1.66,,,,89.7,1870,5.9,746069,592836,592663,547180,681082,593160,624641,665506,679032,592206,54.57,,,,,,,,14,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,218,0.0,0.026,,
2234,FC,2024-05-11,84.6,-1.94,6.28,"Walker, Taijuan",660644,592836,single,hit_into_play,,,,,5,Vidal Bruján singles on a sharp line drive to left fielder Cristian Pache.,R,L,R,MIA,PHI,X,7,line_drive,1,1,2024,0.41,0.73,-0.12,2.7,,,,2,2,Bot,126.0,204.5,,,592663,,,3.42434583133828,-123.18432649462866,-3.4889028378052043,3.528221043789169,22.72172028492168,-24.293848992136176,3.3,1.55,175,101.1,9,84.4,2333,5.9,746069,592836,592663,547180,681082,593160,624641,665506,679032,592206,54.56,0.674,0.638,0.9,1,1,0,4,13,3,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,180,0.013,0.128,,
2327,FC,2024-05-11,86.6,-1.92,6.37,"Walker, Taijuan",660644,592836,,foul,,,,,3,Vidal Bruján singles on a sharp line drive to left fielder Cristian Pache.,R,L,R,MIA,PHI,S,,,1,0,2024,0.29,0.98,0.61,2.9,,,,2,2,Bot,,,,,592663,,,5.388331035270021,-126.05522594393103,-4.050939310945201,2.047674014426853,24.564386405980844,-21.1135580687492,3.3,1.55,,,,85.6,2389,5.5,746069,592836,592663,547180,681082,593160,624641,665506,679032,592206,54.96,,,,,,,,13,2,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,200,0.0,-0.018,71.75125268214582,6.94317
2381,FF,2024-05-11,90.6,-1.86,6.3,"Walker, Taijuan",660644,592836,,ball,,,,,11,Vidal Bruján singles on a sharp line drive to left fielder Cristian Pache.,R,L,R,MIA,PHI,B,,,0,0,2024,-0.99,0.96,-1.33,2.54,,,,2,2,Bot,,,,,592663,,,3.4283335675394637,-131.81664288305998,-5.4579735214508585,-12.293584669489418,30.03406151260716,-20.00073531629346,2.8,1.52,,,,89.9,2036,6.1,746069,592836,592663,547180,681082,593160,624641,665506,679032,592206,54.44,,,,,,,,13,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,220,0.0,0.013,,
2414,FS,2024-05-11,86.6,-2.07,6.16,"Walker, Taijuan",624503,592836,single,hit_into_play,,,,,13,"Nick Gordon singles on a ground ball to left fielder Cristian Pache.  Nick Gordon out at 2nd on the throw, left fielder Cristian Pache to second baseman Bryson Stott.",R,L,R,MIA,PHI,X,7,ground_ball,0,1,2024,-0.62,0.1,-1.37,2.06,,,,1,2,Bot,93.79,164.96,,,592663,,,2.9202758770518,-126.2148626852611,-3.826746991461367,-7.227081261932536,24.39839501893389,-30.606607919710047,3.63,1.69,21,80.5,-3,86.4,1449,6.0,746069,592836,592663,547180,681082,593160,624641,665506,679032,592206,54.54,0.157,0.155,0.9,1,1,0,2,12,2,Split-Finger,0,0,0,0,0,0,0,0,Standard,Standard,227,-0.016,0.284,62.00117486799872,7.04616
2501,FF,2024-05-11,90.8,-1.83,6.36,"Walker, Taijuan",624503,592836,,called_strike,,,,,1,"Nick Gordon singles on a ground ball to left fielder Cristian Pache.  Nick Gordon out at 2nd on the throw, left fielder Cristian Pache to second baseman Bryson Stott.",R,L,R,MIA,PHI,S,,,0,0,2024,-0.69,1.41,-0.48,3.35,,,,1,2,Bot,,,,,592663,,,4.826100788613699,-132.10296155874013,-4.614615055680883,-9.114923527932005,29.079114550705157,-14.886603704032812,3.82,1.69,,,,90.1,2023,6.0,746069,592836,592663,547180,681082,593160,624641,665506,679032,592206,54.52,,,,,,,,12,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,216,0.0,-0.023,,
2583,FC,2024-05-11,88.0,-1.94,6.33,"Walker, Taijuan",660821,592836,field_out,hit_into_play,,,,,4,Jesús Sánchez lines out to center fielder Johan Rojas.,R,L,R,MIA,PHI,X,8,line_drive,0,0,2024,-0.12,1.39,-0.55,2.38,,,,0,2,Bot,109.26,57.64,,,592663,,,3.5933704549546817,-128.00207906916006,-6.35240502013513,-2.025344311385836,25.10445778278797,-15.74550710434802,3.55,1.72,352,96.5,20,87.5,2369,5.9,746069,592836,592663,547180,681082,593160,624641,665506,679032,592206,54.62,0.343,0.404,0.0,1,0,0,4,11,1,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,204,-0.023,-0.231,87.57121151015026,7.54328
2717,FF,2024-05-11,91.6,-1.67,6.34,"Walker, Taijuan",605137,592836,strikeout,called_strike,,,,,14,Josh Bell called out on strikes.,R,L,R,MIA,PHI,S,2,,0,2,2024,-0.94,1.29,0.53,1.61,,,669394,2,1,Bot,,,,,592663,,,7.576493094070727,-132.91623243611937,-8.797473331497015,-12.821421411451444,30.611120198176167,-15.100738213312836,3.69,1.77,,,,91.2,2116,6.4,746069,592836,592663,547180,681082,593160,624641,665506,679032,592206,54.15,,0.0,0.0,1,0,0,,7,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,222,-0.022,-0.132,,
2799,FS,2024-05-11,86.4,-2.12,6.09,"Walker, Taijuan",605137,592836,,foul,,,,,8,Josh Bell called out on strikes.,R,L,R,MIA,PHI,S,,,0,2,2024,-0.51,-0.04,-0.01,1.94,,,669394,2,1,Bot,,,,,592663,,,6.025462689497524,-125.66537429696398,-3.565276845283037,-6.597248327723466,25.510260725336632,-32.06638758101669,3.84,1.82,162,68.2,39,86.0,1390,6.0,746069,592836,592663,547180,681082,593160,624641,665506,679032,592206,54.46,,,,,,,,7,3,Split-Finger,0,0,0,0,0,0,0,0,Strategic,Standard,229,0.0,0.0,65.59281698541135,8.08001
