unique_id,season,team,team_nick,team_name,team_logo_espn,team_color,pass_rate,rush_rate,proe,personnel_11,personnel_12,personnel_13,personnel_21,personnel_22,personnel_other,form_shotgun,form_single,form_iform,form_empty,form_other,adot,to_sticks,pass_left,pass_middle,pass_right,wr_target,te_target,rb_target,run_left,run_right,run_guard,run_tackle,run_end,go_fourth,go_two,rec_gini,rush_gini,personnel_gini,formation_gini,play_clock_used,plays_per_minute,avg_top,no_huddle
DAL_2023,2023,DAL,Cowboys,Dallas Cowboys,https://a.espncdn.com/i/teamlogos/nfl/500/dal.png,#002244,0.6143039591,0.3856960409,2.561407485,0.5718390805,0.2068965517,0.07183908046,0.0632183908,0.02011494253,0.06609195402,0.4942528736,0.3304597701,0.08908045977,0.06896551724,0.01724137931,8.092807425,-0.5522041763,0.3642691415,0.1577726218,0.4779582367,0.6370023419,0.1967213115,0.1662763466,0.4751131222,0.5248868778,0.2941176471,0.2850678733,0.4208144796,0.2222222222,0.1136363636,0.7367647059,0.8522133147,0.7509578544,0.63136289,40,,31:39:00,0.04214559387
PHI_2023,2023,PHI,Eagles,Philadelphia Eagles,https://a.espncdn.com/i/teamlogos/nfl/500/phi.png,#004C54,0.599749059,0.400250941,1.05593709,0.6504297994,0.2550143266,0.02578796562,0.02865329513,0,0.04011461318,0.7851002865,0.03438395415,0.002865329513,0.04871060172,0.1289398281,8.403940887,-0.5024630542,0.4088669951,0.1256157635,0.4655172414,0.6303191489,0.1595744681,0.210106383,0.5042016807,0.4957983193,0.3277310924,0.2142857143,0.4579831933,0.2467532468,0.05405405405,0.7938888889,0.8625639333,0.8278414518,0.7441670078,40,,32:18:00,0.139272271
